id,name,state,lat,lng,population,population_growth_pct,median_weekly_household_income,median_weekly_rent,overseas_born_pct,family_households_pct,culture_1_country,culture_1_pct,culture_2_country,culture_2_pct,culture_3_country,culture_3_pct,culture_4_country,culture_4_pct,train_pct,tram_pct,bus_pct,car_pct,bicycle_pct,walked_pct,worked_from_home_pct,primary_school_drive_time,hospital_drive_time,gp_clinic_drive_time,childcare_drive_time,cluster_id,cluster_label,similar_suburbs,census_year
vic-dingley-village,Dingley Village,VIC,-37.974188809499935,145.12510021571308,10495,1.7,1980,450,29.2,78.3,Australia,70.8,England,3.9,India,2.2,China,2.2,0.7,0.0,0.3,55.0,0.5,1.2,24.5,2–4 min,4–10 min,2–4 min,0–2 min,2,Predominantly Australian-born + Family-oriented,Viewbank; Seaholme; Chirnside Park,2021
vic-dixons-creek,Dixons Creek,VIC,-37.58406669349995,145.43144364511738,344,3.0,2016,330,24.4,78.8,Australia,75.6,England,4.4,Cambodia,2.6,New Zealand,2.3,0.0,0.0,0.0,46.6,0.0,7.4,25.0,4–10 min,10–30 min,4–10 min,4–10 min,2,Predominantly Australian-born + Family-oriented,Gembrook; Kallista; Tooradin,2021
vic-docklands,Docklands,VIC,-37.81757367199995,144.93810379741547,15495,41.3,1957,411,70.3,51.5,Australia,29.7,India,14.5,China,12.9,Malaysia,2.5,2.2,10.7,0.3,16.3,1.2,7.5,45.6,2–4 min,4–10 min,2–4 min,0–2 min,4,Share / non-family households + Culturally diverse,Southbank; West Melbourne; Glen Huntly,2021
vic-don-valley,Don Valley,VIC,-37.73521387999995,145.590303513832,586,1.7,1760,270,19.3,80.8,Australia,80.7,England,4.3,New Zealand,1.2,South Africa,1.2,0.0,0.0,0.0,56.8,0.0,1.7,20.2,4–10 min,10–30 min,4–10 min,4–10 min,8,Lower-rent + Predominantly Australian-born,Cora Lynn; Gladysdale; Yuroke,2021
vic-doncaster,Doncaster,VIC,-37.78288644349993,145.12209068697922,25020,19.5,1592,450,57.9,70.6,Australia,42.1,China,17.1,Malaysia,5.5,Hong Kong,3.6,0.4,0.1,3.5,45.2,0.1,1.9,31.2,2–4 min,4–10 min,2–4 min,0–2 min,3,Culturally diverse + More affordable incomes,Burwood East; Clarinda; Fawkner,2021
vic-doncaster-east,Doncaster East,VIC,-37.77421457199998,145.17046243377675,30926,9.0,1792,462,54.8,78.7,Australia,45.2,China,14.9,Malaysia,5.5,Hong Kong,4.9,0.3,0.0,2.9,46.3,0.0,1.1,32.1,2–4 min,4–10 min,0–2 min,0–2 min,0,Culturally diverse + Family-oriented,Wheelers Hill; Mulgrave; Wantirna South,2021
vic-donnybrook,Donnybrook,VIC,-37.540271685999954,144.99508099439043,2100,1142.6,2207,401,55.9,86.6,Australia,44.1,India,23.6,Philippines,3.2,New Zealand,1.9,2.0,0.0,0.0,57.4,0.0,0.5,21.3,10–30 min,10–30 min,4–10 min,4–10 min,0,Culturally diverse + Family-oriented,Clyde North; Lynbrook; Derrimut,2021
vic-donvale,Donvale,VIC,-37.786370367499956,145.18622931226327,12644,2.4,2100,450,39.6,78.5,Australia,60.4,China,7.5,Hong Kong,3.1,Malaysia,3.1,0.8,0.0,1.0,44.9,0.1,0.4,34.6,2–4 min,2–4 min,2–4 min,2–4 min,0,Culturally diverse + Family-oriented,Heatherton; Vermont; Rowville,2021
vic-doreen,Doreen,VIC,-37.59823034599995,145.14037584087015,27122,27.3,2151,397,22.4,84.4,Australia,77.6,India,3.9,England,2.5,New Zealand,1.2,1.6,0.0,0.2,55.9,0.1,0.5,23.1,2–4 min,10–30 min,2–4 min,0–2 min,2,Predominantly Australian-born + Family-oriented,Sassafras; Eden Park; The Patch,2021
vic-doveton,Doveton,VIC,-37.98388135699997,145.23967883094184,9603,2.6,1273,320,63.6,65.4,Australia,36.4,Afghanistan,12.2,India,5.9,Sri Lanka,5.1,1.2,0.0,2.0,66.8,0.3,0.8,8.6,2–4 min,4–10 min,0–2 min,0–2 min,3,Culturally diverse + More affordable incomes,Eumemmerring; Dandenong; Noble Park,2021
vic-dromana,Dromana,VIC,-38.33170304099997,145.01285708595765,6626,14.2,1304,380,26.0,66.1,Australia,74.0,England,4.0,Greece,1.9,New Zealand,1.8,0.1,0.0,0.6,57.6,0.5,1.5,18.9,4–10 min,10–30 min,2–4 min,2–4 min,1,More affordable incomes + Lower-rent,Rye; Tootgarook; Mornington,2021
vic-eaglemont,Eaglemont,VIC,-37.76317610399994,145.0660020704001,3960,2.2,2866,453,25.0,78.9,Australia,75.0,England,3.6,Italy,2.8,China,2.1,2.8,0.0,0.2,37.2,1.0,3.0,39.5,2–4 min,2–4 min,2–4 min,0–2 min,9,Higher-income + Family-oriented,Ivanhoe East; Ashburton; Aberfeldie,2021
vic-east-melbourne,East Melbourne,VIC,-37.81539774799995,144.98260460397938,4896,-1.4,2345,480,32.8,49.9,Australia,67.2,England,4.4,New Zealand,2.9,China,2.0,1.4,3.9,0.5,18.1,2.2,11.7,48.8,2–4 min,2–4 min,0–2 min,0–2 min,5,Higher-income + Higher-rent,Fitzroy North; Burnley; Princes Hill,2021
vic-east-warburton,East Warburton,VIC,-37.69343389299996,145.763524339249,906,4.9,1201,300,23.6,63.9,Australia,76.4,England,5.1,New Zealand,1.4,Malaysia,0.9,0.0,0.0,1.0,59.9,0.0,0.8,18.1,4–10 min,30–90 min,10–30 min,10–30 min,1,More affordable incomes + Lower-rent,Millgrove; Hastings; Yarra Junction,2021
vic-eden-park,Eden Park,VIC,-37.48737334899997,145.06683062105589,1194,-0.8,2168,381,20.0,85.2,Australia,80.0,England,4.3,Italy,1.8,New Zealand,1.1,0.7,0.0,0.0,54.4,0.0,0.0,21.0,4–10 min,10–30 min,4–10 min,4–10 min,2,Predominantly Australian-born + Family-oriented,Doreen; Nar Nar Goon North; Belgrave Heights,2021
vic-edithvale,Edithvale,VIC,-38.03781146899996,145.11544853901785,6276,8.1,2101,429,22.6,70.3,Australia,77.4,England,4.4,New Zealand,1.6,China,1.0,2.0,0.0,0.2,45.9,0.3,0.9,32.6,2–4 min,10–30 min,2–4 min,2–4 min,2,Predominantly Australian-born + Family-oriented,Shoreham; Parkdale; Niddrie,2021
vic-elsternwick,Elsternwick,VIC,-37.88703133499996,145.00725213948806,10887,5.2,2209,441,32.7,61.4,Australia,67.3,England,4.0,New Zealand,2.0,South Africa,1.9,3.9,0.6,0.5,30.9,0.9,3.0,45.1,0–2 min,2–4 min,0–2 min,0–2 min,5,Higher-income + Higher-rent,Hawthorn East; Northcote; Ivanhoe,2021
vic-eltham,Eltham,VIC,-37.71470617899993,145.15463555100294,18847,2.9,2391,440,21.0,81.4,Australia,79.0,England,4.6,China,1.2,New Zealand,1.2,1.3,0.0,0.4,43.4,0.3,0.9,36.2,2–4 min,10–30 min,2–4 min,0–2 min,9,Higher-income + Family-oriented,Belgrave South; Ringwood North; Red Hill,2021
vic-eltham-north,Eltham North,VIC,-37.69768056449996,145.14338125079144,6830,0.4,2770,512,19.6,90.1,Australia,80.4,England,4.2,New Zealand,1.3,China,1.1,1.5,0.0,0.2,45.8,0.2,0.4,34.2,2–4 min,10–30 min,2–4 min,0–2 min,9,Higher-income + Family-oriented,North Warrandyte; Wonga Park; Warrandyte,2021
vic-elwood,Elwood,VIC,-37.880948569499964,144.9855531011387,15153,-2.5,2096,415,32.5,49.2,Australia,67.5,England,5.1,New Zealand,2.3,United States,1.2,2.1,1.6,0.5,31.0,2.3,2.5,45.1,0–2 min,4–10 min,0–2 min,0–2 min,4,Share / non-family households + Culturally diverse,Brunswick East; St Kilda East; Brunswick,2021
vic-emerald,Emerald,VIC,-37.93245318199996,145.4487731685054,5890,1.9,2119,400,20.0,80.4,Australia,80.0,England,6.8,New Zealand,1.2,Netherlands,1.0,0.1,0.0,0.3,55.9,0.0,1.2,23.7,4–10 min,10–30 min,4–10 min,2–4 min,2,Predominantly Australian-born + Family-oriented,Upwey; Belgrave; Croydon North,2021
vic-endeavour-hills,Endeavour Hills,VIC,-37.96919119499995,145.25844408437786,24455,0.7,1740,375,53.6,81.8,Australia,46.4,Sri Lanka,5.5,India,4.6,Afghanistan,3.6,0.8,0.0,0.5,59.8,0.1,0.5,20.2,0–2 min,4–10 min,2–4 min,0–2 min,0,Culturally diverse + Family-oriented,Craigieburn; Burnside; Cobblebank,2021
vic-epping,Epping,VIC,-37.64295011699997,145.01617328591564,33489,3.4,1671,361,46.1,78.8,Australia,53.9,India,8.6,North Macedonia,3.0,Italy,2.2,2.3,0.0,0.9,59.9,0.2,0.7,17.0,2–4 min,4–10 min,2–4 min,0–2 min,6,Share / non-family households + More affordable incomes,Narre Warren; Hoppers Crossing; Kealba,2021
vic-essendon,Essendon,VIC,-37.74921083499996,144.90891522778963,21240,3.1,2132,380,27.9,63.8,Australia,72.1,India,3.0,Italy,2.4,England,1.8,3.1,1.4,0.4,39.6,0.7,1.7,34.9,2–4 min,10–30 min,0–2 min,0–2 min,6,Share / non-family households + More affordable incomes,Williamstown North; Kingsville; South Kingsville,2021
vic-essendon-fields,Essendon Fields,VIC,-37.72427619749996,144.89995541864846,13,,,,76.9,,Australia,23.1,England,23.1,Japan,23.1,,,0.0,0.0,0.0,112.5,0.0,0.0,0.0,2–4 min,10–30 min,2–4 min,0–2 min,,,,2021
vic-essendon-north,Essendon North,VIC,-37.739630272499966,144.90269645217336,3071,2.8,1712,360,34.7,56.3,Australia,65.3,India,5.8,Italy,3.5,England,1.7,1.9,2.5,0.7,44.9,0.6,1.5,29.4,0–2 min,10–30 min,0–2 min,0–2 min,4,Share / non-family households + Culturally diverse,Brunswick West; Gardenvale; Ripponlea,2021
vic-essendon-west,Essendon West,VIC,-37.75487583599994,144.8833767120541,1559,8.3,2338,450,23.5,71.3,Australia,76.5,England,1.9,India,1.9,Italy,1.8,1.3,0.0,0.5,45.1,0.8,0.7,33.6,2–4 min,10–30 min,2–4 min,2–4 min,5,Higher-income + Higher-rent,Williamstown; Spotswood; Yarraville,2021
vic-eumemmerring,Eumemmerring,VIC,-37.99728943349996,145.24872109150488,2285,17.3,1217,323,59.4,64.9,Australia,40.6,Afghanistan,9.9,India,4.6,Sri Lanka,3.5,1.2,0.0,1.2,66.7,0.3,0.7,12.1,2–4 min,4–10 min,2–4 min,0–2 min,3,Culturally diverse + More affordable incomes,Doveton; Broadmeadows; Braybrook,2021
vic-exford,Exford,VIC,-37.728237329999956,144.54237062157898,133,24.3,1375,429,23.3,91.9,Australia,76.7,Malta,2.3,,,,,0.0,0.0,0.0,51.7,0.0,5.0,16.7,4–10 min,10–30 min,4–10 min,4–10 min,2,Predominantly Australian-born + Family-oriented,Yan Yean; Bunyip North; Garfield North,2021
vic-eynesbury,Eynesbury,VIC,-37.79114080699995,144.5330796533657,2838,10.1,2609,380,18.0,87.9,Australia,82.0,England,3.8,New Zealand,1.8,Philippines,1.5,0.9,0.0,0.0,51.7,0.0,0.7,27.6,2–4 min,10–30 min,10–30 min,4–10 min,9,Higher-income + Family-oriented,Beaconsfield Upper; Botanic Ridge; Harkaway,2021
vic-fairfield,Fairfield,VIC,-37.78439934499994,145.01245895955986,6535,-0.4,1967,369,26.1,57.1,Australia,73.9,England,3.2,Greece,2.6,Italy,1.8,3.8,0.1,0.8,28.8,3.7,2.5,43.6,2–4 min,4–10 min,2–4 min,0–2 min,6,Share / non-family households + More affordable incomes,Thornbury; Moonee Ponds; Nangana,2021
vic-fawkner,Fawkner,VIC,-37.70483850299996,144.9695357857027,14274,1.6,1428,376,51.6,71.0,Australia,48.4,Pakistan,7.9,Italy,7.4,India,4.5,4.2,0.2,0.5,50.3,0.7,1.3,22.0,2–4 min,4–10 min,0–2 min,2–4 min,3,Culturally diverse + More affordable incomes,Jacana; Lalor; Noble Park North,2021
vic-ferntree-gully,Ferntree Gully,VIC,-37.88650755599997,145.28031681854452,27398,3.7,1770,386,28.5,73.3,Australia,71.5,England,3.8,China,2.7,India,2.3,1.3,0.0,0.6,55.7,0.4,0.6,22.9,2–4 min,4–10 min,2–4 min,0–2 min,6,Share / non-family households + More affordable incomes,Carrum Downs; Bayswater North; Ringwood East,2021
vic-ferny-creek,Ferny Creek,VIC,-37.87565675399995,145.33237440799618,1524,0.4,2393,400,21.3,79.5,Australia,78.7,England,5.8,New Zealand,1.7,Germany,1.0,0.7,0.0,1.0,46.5,0.0,0.9,34.7,2–4 min,4–10 min,4–10 min,2–4 min,2,Predominantly Australian-born + Family-oriented,Beaconsfield; Selby; Belgrave,2021
vic-fingal,Fingal,VIC,-38.41878533299996,144.859905769408,637,20.4,1928,418,29.0,82.2,Australia,71.0,England,8.9,United States,1.4,New Zealand,1.3,0.0,0.0,0.0,39.7,0.0,2.0,33.6,4–10 min,10–30 min,4–10 min,2–4 min,2,Predominantly Australian-born + Family-oriented,Skye; Keilor East; Dingley Village,2021
vic-fitzroy,Fitzroy,VIC,-37.800947138499936,144.97915374639453,10431,-0.1,2194,451,39.7,49.5,Australia,60.3,England,4.5,Vietnam,3.3,New Zealand,3.0,0.8,4.5,0.3,16.9,4.2,10.6,48.1,2–4 min,4–10 min,0–2 min,0–2 min,4,Share / non-family households + Culturally diverse,Abbotsford; Richmond; South Melbourne,2021
vic-fitzroy-north,Fitzroy North,VIC,-37.78377747849996,144.985968075906,12781,3.6,2300,481,28.9,53.4,Australia,71.1,England,4.7,New Zealand,2.8,Italy,1.9,0.5,4.2,0.4,20.1,5.9,4.7,48.5,0–2 min,4–10 min,0–2 min,0–2 min,5,Higher-income + Higher-rent,East Melbourne; Princes Hill; Burnley,2021
vic-flemington,Flemington,VIC,-37.78729467299996,144.92325762129212,7025,-9.0,1525,300,42.8,50.5,Australia,57.2,Vietnam,4.5,England,2.1,New Zealand,1.9,4.6,2.8,0.2,26.6,3.0,3.5,39.9,2–4 min,4–10 min,2–4 min,0–2 min,4,Share / non-family households + Culturally diverse,Caulfield East; Travancore; Gardenvale,2021
vic-flinders,Flinders,VIC,-38.45549183999995,144.98518291789827,1130,24.9,2104,451,28.3,70.8,Australia,71.7,England,7.4,New Zealand,1.9,United States,1.1,0.0,0.0,0.0,40.4,0.0,6.5,34.8,4–10 min,10–30 min,4–10 min,4–10 min,5,Higher-income + Higher-rent,Ivanhoe; Sandringham; Essendon West,2021
vic-footscray,Footscray,VIC,-37.80076811899997,144.894838036527,17131,4.8,1763,355,49.1,52.1,Australia,50.9,Vietnam,8.5,India,4.7,England,2.2,6.5,0.3,2.1,29.3,1.8,3.2,36.2,2–4 min,2–4 min,0–2 min,0–2 min,4,Share / non-family households + Culturally diverse,Travancore; North Melbourne; Caulfield East,2021
vic-forest-hill,Forest Hill,VIC,-37.841848426999945,145.17103558260106,10780,1.4,1658,396,45.6,69.6,Australia,54.4,China,11.2,India,3.3,Malaysia,3.3,1.8,0.1,0.8,44.8,0.2,1.4,32.7,2–4 min,4–10 min,0–2 min,0–2 min,6,Share / non-family households + More affordable incomes,Bonnie Brook; Bundoora; Altona North,2021
vic-frankston,Frankston,VIC,-38.15079739999996,145.14236557327487,37331,3.4,1387,342,29.4,62.1,Australia,70.6,England,5.1,New Zealand,2.4,China,1.2,0.9,0.0,1.0,56.5,0.4,1.9,19.1,2–4 min,4–10 min,2–4 min,0–2 min,1,More affordable incomes + Lower-rent,Seaford; Dromana; Rosebud,2021
vic-frankston-north,Frankston North,VIC,-38.12664133749996,145.16784981983417,5711,-0.9,1128,315,30.7,60.1,Australia,69.3,England,4.0,New Zealand,2.7,Philippines,1.3,0.7,0.0,2.6,63.9,0.3,0.9,10.2,2–4 min,4–10 min,2–4 min,0–2 min,1,More affordable incomes + Lower-rent,Warburton; Melton; Hastings,2021
vic-frankston-south,Frankston South,VIC,-38.176528247999954,145.13471351789394,18801,3.3,2038,420,24.6,75.5,Australia,75.4,England,7.3,New Zealand,1.4,Scotland,1.1,0.5,0.0,0.2,51.2,0.3,1.0,27.4,2–4 min,4–10 min,2–4 min,0–2 min,2,Predominantly Australian-born + Family-oriented,Mount Dandenong; Greensborough; Olinda,2021
vic-fraser-rise,Fraser Rise,VIC,-37.68980330499994,144.71077836564584,9097,,2276,431,45.3,87.3,Australia,54.7,India,11.5,Philippines,6.0,Sri Lanka,2.1,1.8,0.0,0.4,55.5,0.1,0.1,23.0,4–10 min,10–30 min,2–4 min,2–4 min,0,Culturally diverse + Family-oriented,Narre Warren South; Clyde; Caroline Springs,2021
vic-gardenvale,Gardenvale,VIC,-37.897878145999954,145.00926948543662,1019,1.3,1708,301,32.0,52.7,Australia,68.0,England,4.3,China,2.1,New Zealand,1.6,5.1,0.0,0.9,33.2,1.1,2.5,40.5,2–4 min,2–4 min,0–2 min,0–2 min,4,Share / non-family households + Culturally diverse,Essendon North; Brunswick West; Caulfield East,2021
vic-garfield,Garfield,VIC,-38.101213891999976,145.67019245152898,2114,18.4,1677,330,17.4,78.6,Australia,82.6,England,2.7,New Zealand,1.1,Netherlands,0.8,0.8,0.0,0.0,62.5,0.0,2.0,15.7,4–10 min,10–30 min,2–4 min,4–10 min,2,Predominantly Australian-born + Family-oriented,Koo Wee Rup; Nar Nar Goon; Wesburn,2021
vic-garfield-north,Garfield North,VIC,-38.04207089399998,145.68589326870855,236,21.6,1713,387,22.5,81.3,Australia,77.5,England,4.7,New Zealand,1.3,Philippines,1.3,0.0,0.0,0.0,55.4,0.0,7.4,16.5,4–10 min,10–30 min,10–30 min,4–10 min,2,Predominantly Australian-born + Family-oriented,Devon Meadows; Bunyip North; Monbulk,2021
vic-gembrook,Gembrook,VIC,-37.94048589299993,145.63079084038623,2559,8.9,2002,360,22.0,79.6,Australia,78.0,England,4.6,New Zealand,1.1,Germany,0.7,0.0,0.0,0.2,59.1,0.0,1.6,20.7,4–10 min,10–30 min,10–30 min,4–10 min,2,Predominantly Australian-born + Family-oriented,Cockatoo; The Basin; Tooradin,2021
vic-gilderoy,Gilderoy,VIC,-37.864451679999945,145.71300256763524,62,-4.6,1125,550,38.7,65.4,Australia,61.3,England,8.1,China,6.5,,,0.0,0.0,0.0,57.7,0.0,0.0,50.0,4–10 min,30–90 min,10–30 min,10–30 min,6,Share / non-family households + More affordable incomes,Safety Beach; Mount Cottrell; Sorrento,2021
vic-gladstone-park,Gladstone Park,VIC,-37.69282833199995,144.89697616350924,8213,-1.5,1452,381,38.5,76.4,Australia,61.5,Italy,2.9,India,2.6,Lebanon,2.3,0.9,0.1,1.0,58.1,0.3,0.7,19.3,2–4 min,4–10 min,2–4 min,0–2 min,6,Share / non-family households + More affordable incomes,Kealba; Keilor Park; Avondale Heights,2021
vic-gladysdale,Gladysdale,VIC,-37.84053538149996,145.63559970657147,423,-4.7,1764,300,20.8,82.3,Australia,79.2,England,4.3,United States,1.4,South Africa,1.2,0.0,0.0,0.0,58.5,0.0,1.4,16.1,4–10 min,30–90 min,4–10 min,4–10 min,8,Lower-rent + Predominantly Australian-born,Don Valley; Lang Lang; Yuroke,2021
vic-glen-huntly,Glen Huntly,VIC,-37.89211921849997,145.04135592084458,4905,-2.7,1877,391,54.4,56.3,Australia,45.6,India,17.2,China,3.8,England,2.8,6.9,1.1,0.3,30.3,0.6,2.3,39.8,0–2 min,4–10 min,2–4 min,0–2 min,4,Share / non-family households + Culturally diverse,Carnegie; Footscray; West Melbourne,2021
vic-glen-iris,Glen Iris,VIC,-37.85618499499995,145.06782246001535,26131,3.4,2491,450,30.3,70.2,Australia,69.7,China,4.7,England,3.0,India,2.6,2.6,1.1,0.1,33.9,1.0,1.7,43.3,2–4 min,2–4 min,0–2 min,0–2 min,5,Higher-income + Higher-rent,Yarraville; Seddon; Spotswood,2021
vic-glen-waverley,Glen Waverley,VIC,-37.88231285899997,145.16976151990565,42642,5.7,1918,480,62.0,78.3,Australia,38.0,China,17.8,India,8.0,Malaysia,5.6,2.7,0.0,1.1,44.5,0.2,1.8,32.9,2–4 min,4–10 min,2–4 min,0–2 min,0,Culturally diverse + Family-oriented,Doncaster East; Wheelers Hill; Mount Waverley,2021
vic-glenroy,Glenroy,VIC,-37.704224187999955,144.92102212127955,23792,7.0,1655,369,49.2,67.8,Australia,50.8,Nepal,7.6,India,5.2,Italy,3.1,6.8,0.1,0.6,45.3,0.5,1.3,24.4,0–2 min,4–10 min,2–4 min,0–2 min,3,Culturally diverse + More affordable incomes,Rockbank; Sunshine; Fawkner,2021
vic-gowanbrae,Gowanbrae,VIC,-37.70418022299995,144.89674438066072,2971,7.1,2208,445,26.7,77.1,Australia,73.3,Fiji,2.0,India,2.0,Italy,1.8,1.0,0.2,0.0,51.4,0.3,0.6,29.5,2–4 min,4–10 min,2–4 min,2–4 min,2,Predominantly Australian-born + Family-oriented,Seaholme; Pascoe Vale South; Niddrie,2021
vic-grangefields,Grangefields,VIC,-37.70133889999997,144.6314807018599,132,,1125,480,33.3,103.0,Australia,66.7,India,6.1,Taiwan,6.1,Malta,3.8,0.0,0.0,0.0,80.0,0.0,0.0,0.0,4–10 min,4–10 min,4–10 min,4–10 min,0,Culturally diverse + Family-oriented,Plumpton; Wildwood; Roxburgh Park,2021
vic-greensborough,Greensborough,VIC,-37.69953711249997,145.1107615551581,21070,1.2,2075,404,23.6,76.7,Australia,76.4,England,2.7,China,2.1,Italy,1.7,2.1,0.0,0.4,46.3,0.1,1.0,32.1,2–4 min,10–30 min,2–4 min,0–2 min,2,Predominantly Australian-born + Family-oriented,Mount Dandenong; Keilor; Heathmont,2021
vic-greenvale,Greenvale,VIC,-37.63493425549996,144.8730776763627,21274,37.6,2262,430,36.7,90.0,Australia,63.3,Iraq,3.9,Turkey,3.8,Italy,3.4,1.0,0.0,0.3,57.8,0.1,0.3,22.5,2–4 min,10–30 min,2–4 min,2–4 min,0,Culturally diverse + Family-oriented,Taylors Hill; Taylors Lakes; Rowville,2021
vic-gruyere,Gruyere,VIC,-37.72891039899994,145.4634373439584,966,2.1,2223,296,16.8,89.0,Australia,83.2,England,4.9,New Zealand,1.0,Netherlands,0.6,0.0,0.0,0.0,53.8,0.0,3.8,25.8,2–4 min,10–30 min,4–10 min,2–4 min,8,Lower-rent + Predominantly Australian-born,Hmas Cerberus; Tuerong; Dewhurst,2021
vic-guys-hill,Guys Hill,VIC,-38.014855832999956,145.39137405607903,388,1.6,3166,,21.9,84.9,Australia,78.1,England,2.6,New Zealand,2.1,India,1.8,4.8,0.0,0.0,56.7,0.0,0.0,23.8,4–10 min,4–10 min,4–10 min,4–10 min,,,,2021
vic-hadfield,Hadfield,VIC,-37.710457995999974,144.9495930390895,6269,11.7,1523,370,39.0,68.3,Australia,61.0,Italy,5.2,Lebanon,4.1,Pakistan,2.6,2.0,0.4,0.3,51.2,0.4,0.7,25.7,0–2 min,4–10 min,2–4 min,0–2 min,6,Share / non-family households + More affordable incomes,Bayswater; Bonnie Brook; Altona Meadows,2021
vic-hallam,Hallam,VIC,-38.00387075949996,145.269985258696,11355,4.6,1489,361,58.9,77.2,Australia,41.1,Afghanistan,10.4,India,4.9,Sri Lanka,4.5,1.5,0.0,1.0,62.8,0.1,0.7,14.7,2–4 min,10–30 min,2–4 min,2–4 min,3,Culturally diverse + More affordable incomes,Deer Park; Hampton Park; Noble Park North,2021
vic-hampton,Hampton,VIC,-37.93745357699996,145.01092846774372,13518,0.9,2682,500,30.3,73.3,Australia,69.7,England,7.4,New Zealand,1.8,China,1.5,2.7,0.0,0.3,32.9,1.0,2.2,44.7,2–4 min,4–10 min,2–4 min,0–2 min,5,Higher-income + Higher-rent,Newport; Kew East; Surrey Hills,2021
vic-hampton-east,Hampton East,VIC,-37.93875667749995,145.03006342074247,5069,8.1,1953,400,34.4,65.9,Australia,65.6,England,5.0,China,2.4,India,1.9,2.0,0.0,0.6,37.6,0.6,1.3,40.5,2–4 min,4–10 min,2–4 min,0–2 min,6,Share / non-family households + More affordable incomes,Pascoe Vale; Coburg North; Mentone,2021
vic-hampton-park,Hampton Park,VIC,-38.04243800599997,145.2685235234441,26082,2.2,1538,351,58.9,79.8,Australia,41.1,Afghanistan,7.5,India,7.1,Sri Lanka,4.8,1.5,0.0,1.0,65.3,0.1,0.5,11.7,2–4 min,10–30 min,2–4 min,0–2 min,3,Culturally diverse + More affordable incomes,Hallam; Springvale South; Deer Park,2021
vic-harkaway,Harkaway,VIC,-37.992681816999976,145.35614434142815,1011,19.1,2805,375,20.5,87.7,Australia,79.5,England,3.6,Afghanistan,0.9,South Africa,0.9,0.9,0.0,0.8,56.2,0.0,0.6,25.9,2–4 min,4–10 min,4–10 min,2–4 min,9,Higher-income + Family-oriented,Beaconsfield Upper; Kangaroo Ground; Eynesbury,2021
vic-harkness,Harkness,VIC,-37.655222255999945,144.54623906632116,12463,,1752,350,36.8,80.8,Australia,63.2,India,6.5,New Zealand,3.0,Philippines,2.4,1.2,0.0,0.2,63.5,0.1,0.2,14.6,2–4 min,4–10 min,4–10 min,0–2 min,6,Share / non-family households + More affordable incomes,Brookfield; Mill Park; Pakenham,2021
vic-hastings,Hastings,VIC,-38.29792685099994,145.1704144366352,10369,7.9,1197,320,24.0,64.0,Australia,76.0,England,6.4,New Zealand,1.7,Philippines,1.1,0.1,0.0,0.2,64.3,0.5,2.2,11.1,2–4 min,10–30 min,2–4 min,0–2 min,1,More affordable incomes + Lower-rent,East Warburton; Millgrove; Rosebud,2021
vic-hawthorn,Hawthorn,VIC,-37.828510811999934,145.03429935022,22322,-5.1,2145,400,32.1,53.9,Australia,67.9,India,3.5,England,3.1,China,3.1,3.8,2.3,0.1,27.3,1.3,4.6,43.7,0–2 min,4–10 min,0–2 min,0–2 min,4,Share / non-family households + Culturally diverse,Armadale; Ripponlea; Kensington,2021
vic-hawthorn-east,Hawthorn East,VIC,-37.832062868499975,145.04980996192955,14834,3.6,2253,415,33.9,60.4,Australia,66.1,China,5.5,India,3.0,England,2.9,4.0,1.1,0.2,31.1,1.2,3.2,44.6,2–4 min,4–10 min,0–2 min,0–2 min,5,Higher-income + Higher-rent,Elsternwick; Ivanhoe; Malvern East,2021
vic-healesville,Healesville,VIC,-37.66661838249996,145.5589716537147,7589,1.7,1472,350,20.5,70.1,Australia,79.5,England,5.4,New Zealand,1.7,Netherlands,0.9,0.1,0.0,0.2,54.4,0.4,3.0,20.5,4–10 min,4–10 min,4–10 min,4–10 min,1,More affordable incomes + Lower-rent,Crib Point; Warneet; Baxter,2021
vic-heath-hill,Heath Hill,VIC,-38.23924389499996,145.71357454862198,189,17.4,1449,250,13.8,83.1,Australia,86.2,Thailand,2.6,,,,,0.0,0.0,0.0,60.4,0.0,0.0,20.9,4–10 min,10–30 min,10–30 min,4–10 min,8,Lower-rent + Predominantly Australian-born,Three Bridges; Catani; Cora Lynn,2021
vic-heatherton,Heatherton,VIC,-37.95551591699996,145.0895890896328,2826,-2.8,2088,471,40.0,77.7,Australia,60.0,South Africa,3.8,China,3.6,England,3.4,1.5,0.0,0.5,48.3,0.3,2.0,29.7,2–4 min,4–10 min,2–4 min,2–4 min,0,Culturally diverse + Family-oriented,Donvale; Templestowe Lower; Vermont,2021
vic-heathmont,Heathmont,VIC,-37.82881949199998,145.24602597465,9933,2.5,2140,400,25.2,76.1,Australia,74.8,England,3.4,China,2.8,India,2.5,2.0,0.0,0.2,44.2,0.3,0.9,33.2,2–4 min,4–10 min,2–4 min,0–2 min,2,Predominantly Australian-born + Family-oriented,Greensborough; Keilor; Frankston South,2021
vic-heidelberg,Heidelberg,VIC,-37.75136710999996,145.0697403312729,7360,18.2,2012,400,32.3,63.0,Australia,67.7,India,3.0,England,2.9,China,2.0,3.3,0.1,1.0,32.8,0.8,7.0,37.0,2–4 min,2–4 min,2–4 min,0–2 min,6,Share / non-family households + More affordable incomes,Hampton East; Moonee Ponds; Mentone,2021
