id,name,state,lat,lng,population,population_growth_pct,median_weekly_household_income,median_weekly_rent,overseas_born_pct,family_households_pct,culture_1_country,culture_1_pct,culture_2_country,culture_2_pct,culture_3_country,culture_3_pct,culture_4_country,culture_4_pct,train_pct,tram_pct,bus_pct,car_pct,bicycle_pct,walked_pct,worked_from_home_pct,primary_school_drive_time,hospital_drive_time,gp_clinic_drive_time,childcare_drive_time,cluster_id,cluster_label,similar_suburbs,census_year
vic-wollert,Wollert,VIC,-37.59083956599994,145.00926127858247,24407,169.4,1979,391,53.6,85.6,Australia,46.4,India,18.7,Iraq,3.3,Sri Lanka,2.4,1.7,0.0,0.8,61.9,0.1,0.4,17.1,2–4 min,10–30 min,4–10 min,2–4 min,0,Culturally diverse + Family-oriented,Kalkallo; Thornhill Park; Cairnlea,2021
vic-wonga-park,Wonga Park,VIC,-37.73547021599995,145.26499821517712,3843,1.2,2790,491,16.0,88.8,Australia,84.0,England,4.6,China,0.9,South Africa,0.7,0.5,0.0,0.0,51.3,0.2,0.9,29.5,2–4 min,10–30 min,4–10 min,2–4 min,9,Higher-income + Family-oriented,Eltham North; North Warrandyte; Warrandyte,2021
vic-woodstock,Woodstock,VIC,-37.545257192499946,145.06186832890808,150,0.0,1375,390,36.7,84.8,Australia,63.3,North Macedonia,8.0,Greece,2.7,,,0.0,0.0,0.0,50.0,0.0,0.0,25.9,4–10 min,10–30 min,4–10 min,4–10 min,6,Share / non-family households + More affordable incomes,Gladstone Park; Keilor Park; Brookfield,2021
vic-woori-yallock,Woori Yallock,VIC,-37.779490374999966,145.5314098632581,2964,1.8,1575,346,13.2,75.0,Australia,86.8,England,4.3,New Zealand,1.2,Germany,0.9,0.0,0.0,0.4,65.9,0.0,1.3,11.8,4–10 min,10–30 min,4–10 min,2–4 min,2,Predominantly Australian-born + Family-oriented,Whittlesea; Wesburn; Bittern,2021
vic-wyndham-vale,Wyndham Vale,VIC,-37.85910234399998,144.60884628111984,20518,-11.8,1766,343,45.3,79.9,Australia,54.7,India,13.1,New Zealand,2.9,Myanmar,2.7,3.0,0.0,0.6,53.8,0.2,0.5,21.5,2–4 min,10–30 min,2–4 min,0–2 min,0,Culturally diverse + Family-oriented,Sydenham; Weir Views; Cranbourne West,2021
vic-yallambie,Yallambie,VIC,-37.726721856999944,145.09334203852006,4161,1.1,2320,340,24.1,83.3,Australia,75.9,England,2.6,China,2.3,India,2.1,1.6,0.0,0.3,42.1,0.5,9.8,27.8,2–4 min,4–10 min,2–4 min,0–2 min,2,Predominantly Australian-born + Family-oriented,St Andrews; Attwood; Cape Schanck,2021
vic-yan-yean,Yan Yean,VIC,-37.549828552499974,145.13011776019925,246,-2.4,1520,388,25.2,86.4,Australia,74.8,New Zealand,3.3,England,2.8,North Macedonia,2.8,0.0,0.0,0.0,57.0,0.0,4.0,19.0,4–10 min,10–30 min,4–10 min,4–10 min,2,Predominantly Australian-born + Family-oriented,Bunyip North; Garfield North; Exford,2021
vic-yannathan,Yannathan,VIC,-38.221341138999975,145.64999764837876,272,14.3,1718,200,18.8,74.7,Australia,81.2,Philippines,2.9,Ireland,1.8,South Africa,1.8,0.0,0.0,0.0,55.3,2.0,4.0,20.0,4–10 min,10–30 min,10–30 min,4–10 min,8,Lower-rent + Predominantly Australian-born,Pakenham South; Cora Lynn; Catani,2021
vic-yarra-glen,Yarra Glen,VIC,-37.64996606049996,145.38237609306225,3012,5.0,1818,380,16.5,79.5,Australia,83.5,England,5.4,New Zealand,1.4,Netherlands,0.7,0.3,0.0,0.3,59.3,0.3,1.4,20.4,4–10 min,10–30 min,4–10 min,4–10 min,2,Predominantly Australian-born + Family-oriented,Cardinia; Tyabb; Coldstream,2021
vic-yarra-junction,Yarra Junction,VIC,-37.796191408499965,145.62720894861604,2875,12.8,1302,300,20.6,67.1,Australia,79.4,England,5.5,New Zealand,1.1,Netherlands,0.8,0.0,0.0,0.2,60.1,0.5,2.6,16.4,2–4 min,10–30 min,4–10 min,4–10 min,1,More affordable incomes + Lower-rent,East Warburton; Millgrove; Hastings,2021
vic-yarrambat,Yarrambat,VIC,-37.637936930999956,145.13644425780507,1602,0.9,2600,450,17.0,89.9,Australia,83.0,Italy,2.8,England,2.1,New Zealand,1.2,0.6,0.0,0.0,55.0,0.0,1.4,22.3,2–4 min,10–30 min,4–10 min,2–4 min,9,Higher-income + Family-oriented,Oaklands Junction; Botanic Ridge; Diamond Creek,2021
vic-yarraville,Yarraville,VIC,-37.81787749199995,144.8826564078118,15636,4.5,2485,462,28.0,69.3,Australia,72.0,England,3.7,New Zealand,2.3,Vietnam,2.1,4.3,0.0,0.3,31.7,1.5,2.1,43.6,2–4 min,4–10 min,2–4 min,0–2 min,5,Higher-income + Higher-rent,Seddon; Glen Iris; Spotswood,2021
vic-yellingbo,Yellingbo,VIC,-37.84869388399997,145.5215380649562,582,9.0,1991,340,18.9,83.7,Australia,81.1,England,5.2,Netherlands,1.0,Ireland,0.7,0.0,0.0,0.0,56.6,0.0,2.8,22.8,4–10 min,10–30 min,4–10 min,4–10 min,2,Predominantly Australian-born + Family-oriented,Avonsleigh; Tooradin; Seville East,2021
vic-yering,Yering,VIC,-37.68419205699996,145.3684339597924,138,20.0,2833,,29.7,100.0,Australia,70.3,England,2.2,,,,,0.0,0.0,0.0,43.2,0.0,0.0,27.0,4–10 min,10–30 min,4–10 min,4–10 min,,,,2021
vic-yuroke,Yuroke,VIC,-37.57953083399997,144.86052353310782,123,-13.4,1875,278,23.6,79.1,Australia,76.4,Italy,3.3,New Zealand,3.3,,,0.0,0.0,0.0,54.5,0.0,5.5,20.0,4–10 min,10–30 min,4–10 min,2–4 min,8,Lower-rent + Predominantly Australian-born,Iona; Bend Of Islands; Don Valley,2021
